Date,Close,High,Low,Open,Volume,PrevClose,Range,MA3,Ticker
2022-01-05,171.6866912841797,176.83964771384632,171.4118681394032,176.2900014242933,94537600,176.3783721923828,5.427779574443122,175.57022603352866,AAPL
2022-01-06,168.82066345214844,172.0596675486128,168.46731727841166,169.50772129643173,96904000,171.6866912841797,3.5923502702011376,172.2952423095703,AAPL
2022-01-07,168.98751831054688,170.92110500332652,167.86859126297153,169.69421065393524,86709100,168.82066345214844,3.052513740354982,169.83162434895834,AAPL
2022-01-10,169.00717163085938,169.31143906710747,165.06147477041716,165.95465755063788,106765600,168.98751831054688,4.249964296690308,168.9384511311849,AAPL
2022-01-11,171.84373474121094,171.94187730471353,167.66248412220457,169.13475736538487,76138300,169.00717163085938,4.279393182508954,169.9461415608724,AAPL
2022-01-12,172.28543090820312,173.90492564658769,171.58856322387598,172.86452151388104,74805200,171.84373474121094,2.3163624227117054,171.04544576009116,AAPL
2022-01-13,169.00717163085938,173.35527850038557,168.61455640929785,172.53080900021536,84505800,172.28543090820312,4.740722091087719,171.04544576009116,AAPL
2022-01-14,169.8708953857422,170.56776300627916,167.9274839054903,168.1728627813742,80440800,169.00717163085938,2.6402791007888595,170.38783264160156,AAPL
2022-01-18,166.6613311767578,169.35067400164021,166.27854073936825,168.33971425733603,90956700,169.8708953857422,3.0721332622719615,168.51313273111978,AAPL
2022-01-19,163.15731811523438,167.9176743026287,162.87268520870163,166.85763576058818,94815000,166.6613311767578,5.044989093927086,166.56318155924478,AAPL
2022-01-20,161.46910095214844,166.5435340208892,161.14519905711342,163.8934453067467,91420500,163.15731811523438,5.398334963775795,163.76258341471353,AAPL
2022-01-21,159.40797424316406,163.25551413022995,159.30000691315811,161.38081548046375,122848900,161.46910095214844,3.9555072170718404,161.34479777018228,AAPL
2022-01-24,158.63255310058594,159.2999915243486,151.8404666623007,157.06213706108227,162294600,159.40797424316406,7.459524862047886,159.83654276529947,AAPL
2022-01-25,156.82656860351562,159.75148103294072,154.11759081418975,156.04135309194953,115798400,158.63255310058594,5.633890218750963,158.28903198242188,AAPL
2022-01-26,156.73822021484375,161.35134029387297,154.90279093312674,160.47779205545413,108275300,156.82656860351562,6.448549360746227,157.39911397298178,AAPL
