Date,Close,High,Low,Open,Volume,PrevClose,Range,MA3,Ticker
2015-01-06,23.60655403137207,23.866478974309715,23.244434724352086,23.66875811738099,263188400,23.604331970214844,0.6220442499576286,23.833154678344727,AAPL
2015-01-07,23.93757438659668,24.03754501696595,23.704307322488965,23.815386553981295,160423600,23.60655403137207,0.3332376944769848,23.716153462727863,AAPL
2015-01-08,24.857303619384766,24.915065278846953,24.148617770201092,24.26636314774089,237458000,23.93757438659668,0.7664475086458609,24.13381067911784,AAPL
2015-01-09,24.883962631225586,25.159438570127115,24.48407683690557,25.030586292520212,214798000,24.857303619384766,0.6753617332215462,24.559613545735676,AAPL
2015-01-12,24.27080535888672,25.021700145626117,24.170834756205902,25.015035664771943,198603200,24.883962631225586,0.8508653894202141,24.670690536499023,AAPL
2015-01-13,24.48630142211914,25.059470554809714,24.195274433127043,24.755112908008694,268367600,24.27080535888672,0.8641961216826708,24.54702313741048,AAPL
2015-01-14,24.392995834350586,24.5462839956195,24.104189202795,24.224154956136505,195826400,24.48630142211914,0.44209479282450204,24.38336753845215,AAPL
2015-01-15,23.7309627532959,24.450755571546566,23.69541828686753,24.43742660850271,240056000,24.392995834350586,0.7553372846790367,24.203420003255207,AAPL
2015-01-16,23.546566009521484,23.899798711905362,23.371060687510287,23.777610926032406,314053200,23.7309627532959,0.528738024395075,23.890174865722656,AAPL
2015-01-20,24.15306282043457,24.208602423426765,23.659870874674425,23.95756233314418,199599600,23.546566009521484,0.5487315487523396,23.810197194417317,AAPL
2015-01-21,24.33745765686035,24.672915679210643,24.05309343135395,24.204161237587133,194303600,24.15306282043457,0.6198222478566926,24.012362162272137,AAPL
2015-01-22,24.970605850219727,24.986156871263873,24.37522123820435,24.49518698408814,215185600,24.33745765686035,0.6109356330595226,24.48704210917155,AAPL
2015-01-23,25.099456787109375,25.27051800940202,24.777326090029074,24.948389007255805,185859200,24.970605850219727,0.49319191937294704,24.802506764729817,AAPL
2015-01-26,25.12611198425293,25.406032012568126,25.05946548841953,25.26829320928486,222460000,25.099456787109375,0.3465665241485958,25.065391540527344,AAPL
2015-01-27,24.246368408203125,24.988378369065714,24.221930847834546,24.9750477120884,382274800,25.12611198425293,0.7664475212311679,24.823979059855144,AAPL
2015-01-28,25.617080688476562,26.241346850646547,25.617080688476562,26.13248803075279,585908400,24.246368408203125,0.6242661621699845,24.99652036031087,AAPL
2015-01-29,26.41463851928711,26.479064669460453,25.672628457751323,25.84146934458718,337745600,25.617080688476562,0.8064362117091299,25.426029205322266,AAPL
2015-01-30,26.02808380126953,26.659012961114055,25.95921353189793,26.303559793952747,334982000,26.41463851928711,0.6997994292161245,26.019934336344402,AAPL
2015-02-02,26.354652404785156,26.47461815338572,25.788149458261305,26.225801811044594,250956400,26.02808380126953,0.6864686951244146,26.265791575113933,AAPL
2015-02-03,26.359098434448242,26.456846992487105,26.128053460560718,26.325774330486077,207662800,26.354652404785156,0.3287935319263866,26.247278213500977,AAPL
2015-02-04,26.561260223388672,26.772311739909934,26.283562197650888,26.325772839941987,280598800,26.359098434448242,0.4887495422590469,26.42500368754069,AAPL
2015-02-05,26.750844955444336,26.8155253737393,26.59695010841068,26.76868647989312,168984800,26.561260223388672,0.21857526532861726,26.55706787109375,AAPL
2015-02-06,26.525577545166016,26.819983953766112,26.418519895846156,26.768685106844938,174826400,26.750844955444336,0.40146405791995576,26.612560907999676,AAPL
2015-02-09,26.7017765045166,26.728539641570595,26.414060869820496,26.44082570849816,155559200,26.525577545166016,0.31447877175009964,26.659399668375652,AAPL
2015-02-10,27.21475601196289,27.24375167876704,26.79991208020324,26.80214120716999,248034000,26.7017765045166,0.44383959856380173,26.814036687215168,AAPL
2015-02-11,27.85263442993164,27.861556041891518,27.321811280495048,27.382030034194866,294247200,27.21475601196289,0.5397447613964701,27.256388982137043,AAPL
2015-02-12,28.205036163330078,28.43253306037097,28.00653493644324,28.11582172726745,297898000,27.85263442993164,0.4259981239277302,27.75747553507487,AAPL
2015-02-13,28.343313217163086,28.387919575872782,28.024372817680565,28.387919575872782,217088800,28.205036163330078,0.3635467581922178,28.1336612701416,AAPL
2015-02-17,28.510589599609375,28.744777236769618,28.307626753854027,28.434756747894973,252609600,28.343313217163086,0.437150482915591,28.35297966003418,AAPL
2015-02-18,28.709095001220703,28.722476570465375,28.425839306967546,28.465985716325328,179566800,28.510589599609375,0.2966372634978285,28.520999272664387,AAPL
2015-02-19,28.648862838745117,28.778223627370142,28.62209971118343,28.655553620635537,149449600,28.709095001220703,0.1561239161867114,28.622849146525066,AAPL
