Date,Close,Ticker
2021-01-04,126.23969268798828,AAPL
2021-01-05,127.80047607421875,AAPL
2021-01-06,123.49853515625,AAPL
2021-01-07,127.71269989013672,AAPL
2021-01-08,128.81500244140625,AAPL
2021-01-11,125.82022857666016,AAPL
2021-01-12,125.64462280273438,AAPL
2021-01-13,127.68344116210938,AAPL
2021-01-14,125.751953125,AAPL
2021-01-15,124.02529907226562,AAPL
2021-01-19,124.69839477539062,AAPL
2021-01-20,128.79550170898438,AAPL
2021-01-21,133.51695251464844,AAPL
2021-01-22,135.66305541992188,AAPL
2021-01-25,139.418701171875,AAPL
2021-01-26,139.65286254882812,AAPL
2021-01-27,138.5797576904297,AAPL
2021-01-28,133.7315673828125,AAPL
2021-01-29,128.72718811035156,AAPL
2021-02-01,130.8538055419922,AAPL
2021-02-02,131.68296813964844,AAPL
2021-02-03,130.65870666503906,AAPL
2021-02-04,134.02418518066406,AAPL
2021-02-05,133.6089630126953,AAPL
2021-02-08,133.7554931640625,AAPL
2021-02-09,132.87623596191406,AAPL
2021-02-10,132.27056884765625,AAPL
2021-02-11,132.0165252685547,AAPL
2021-02-12,132.25100708007812,AAPL
2021-02-16,130.12123107910156,AAPL
2021-02-17,127.82538604736328,AAPL
2021-02-18,126.7214126586914,AAPL
2021-02-19,126.87775421142578,AAPL
2021-02-22,123.09689331054688,AAPL
2021-02-23,122.96012115478516,AAPL
2021-02-24,122.46188354492188,AAPL
2021-02-25,118.20233154296875,AAPL
2021-02-26,118.46612548828125,AAPL
2021-03-01,124.84564971923828,AAPL
2021-03-02,122.23716735839844,AAPL
2021-03-03,119.24767303466797,AAPL
2021-03-04,117.36214447021484,AAPL
2021-03-05,118.62242126464844,AAPL
2021-03-08,113.67901611328125,AAPL
2021-03-09,118.3000259399414,AAPL
2021-03-10,117.21562194824219,AAPL
2021-03-11,119.14997100830078,AAPL
2021-03-12,118.24140167236328,AAPL
2021-03-15,121.1332015991211,AAPL
2021-03-16,122.67680358886719,AAPL
2021-03-17,121.88545989990234,AAPL
2021-03-18,117.75291442871094,AAPL
2021-03-19,117.22537994384766,AAPL
2021-03-22,120.5470199584961,AAPL
2021-03-23,119.71663665771484,AAPL
2021-03-24,117.32305145263672,AAPL
2021-03-25,117.81156158447266,AAPL
2021-03-26,118.41726684570312,AAPL
2021-03-29,118.5931167602539,AAPL
2021-03-30,117.13745880126953,AAPL
2021-03-31,119.33560943603516,AAPL
2021-04-01,120.166015625,AAPL
2021-04-05,122.99920654296875,AAPL
2021-04-06,123.30206298828125,AAPL
2021-04-07,124.9531478881836,AAPL
2021-04-08,127.35645294189453,AAPL
2021-04-09,129.93565368652344,AAPL
2021-04-12,128.21617126464844,AAPL
2021-04-13,131.33265686035156,AAPL
2021-04-14,128.9879608154297,AAPL
2021-04-15,131.40101623535156,AAPL
2021-04-16,131.06886291503906,AAPL
2021-04-19,131.7332000732422,AAPL
2021-04-20,130.0430908203125,AAPL
2021-04-21,130.42410278320312,AAPL
2021-04-22,128.90003967285156,AAPL
2021-04-23,131.22518920898438,AAPL
2021-04-26,131.6160125732422,AAPL
2021-04-27,131.2935791015625,AAPL
2021-04-28,130.50225830078125,AAPL
2021-04-29,130.40455627441406,AAPL
2021-04-30,128.43109130859375,AAPL
2021-05-03,129.4862060546875,AAPL
2021-05-04,124.90428924560547,AAPL
2021-05-05,125.14852905273438,AAPL
2021-05-06,126.75072479248047,AAPL
2021-05-07,127.42595672607422,AAPL
2021-05-10,124.13780212402344,AAPL
2021-05-11,123.21792602539062,AAPL
2021-05-12,120.14505004882812,AAPL
2021-05-13,122.29802703857422,AAPL
2021-05-14,124.72498321533203,AAPL
2021-05-17,123.57022094726562,AAPL
2021-05-18,122.1805648803711,AAPL
2021-05-19,122.02400970458984,AAPL
2021-05-20,124.58798217773438,AAPL
2021-05-21,122.74816131591797,AAPL
2021-05-24,124.38246154785156,AAPL
2021-05-25,124.18675231933594,AAPL
2021-05-26,124.13780212402344,AAPL
2021-05-27,122.60138702392578,AAPL
2021-05-28,121.94570922851562,AAPL
2021-06-01,121.62277221679688,AAPL
2021-06-02,122.3860855102539,AAPL
2021-06-03,120.89859771728516,AAPL
2021-06-04,123.19834899902344,AAPL
2021-06-07,123.2081298828125,AAPL
2021-06-08,124.0301513671875,AAPL
2021-06-09,124.41181182861328,AAPL
2021-06-10,123.41364288330078,AAPL
2021-06-11,124.62711334228516,AAPL
2021-06-14,127.69015502929688,AAPL
2021-06-15,126.86817169189453,AAPL
2021-06-16,127.36725616455078,AAPL
2021-06-17,128.97219848632812,AAPL
2021-06-18,127.6706314086914,AAPL
2021-06-21,129.47129821777344,AAPL
2021-06-22,131.1153564453125,AAPL
2021-06-23,130.84133911132812,AAPL
2021-06-24,130.55758666992188,AAPL
2021-06-25,130.26397705078125,AAPL
2021-06-28,131.89825439453125,AAPL
2021-06-29,133.4151153564453,AAPL
2021-06-30,134.03163146972656,AAPL
2021-07-01,134.33505249023438,AAPL
2021-07-02,136.967529296875,AAPL
2021-07-06,138.98345947265625,AAPL
2021-07-07,141.4789581298828,AAPL
2021-07-08,140.17735290527344,AAPL
2021-07-09,142.0073699951172,AAPL
2021-07-12,141.4104461669922,AAPL
2021-07-13,142.52603149414062,AAPL
2021-07-14,145.96099853515625,AAPL
2021-07-15,145.30535888671875,AAPL
2021-07-16,143.2600860595703,AAPL
2021-07-19,139.40428161621094,AAPL
2021-07-20,143.025146484375,AAPL
2021-07-21,142.29119873046875,AAPL
2021-07-22,143.6612548828125,AAPL
2021-07-23,145.3836212158203,AAPL
2021-07-26,145.80445861816406,AAPL
2021-07-27,143.63189697265625,AAPL
2021-07-28,141.8801727294922,AAPL
2021-07-29,142.52603149414062,AAPL
2021-07-30,142.74134826660156,AAPL
2021-08-02,142.4086456298828,AAPL
2021-08-03,144.20925903320312,AAPL
2021-08-04,143.80807495117188,AAPL
2021-08-05,143.9157257080078,AAPL
2021-08-06,143.2296600341797,AAPL
2021-08-09,143.18063354492188,AAPL
2021-08-10,142.70037841796875,AAPL
2021-08-11,142.95521545410156,AAPL
2021-08-12,145.9248809814453,AAPL
2021-08-13,146.13070678710938,AAPL
2021-08-16,148.1104736328125,AAPL
2021-08-17,147.19898986816406,AAPL
2021-08-18,143.44528198242188,AAPL
2021-08-19,143.7784881591797,AAPL
2021-08-20,145.2388458251953,AAPL
2021-08-23,146.72857666015625,AAPL
2021-08-24,146.6403350830078,AAPL
2021-08-25,145.40545654296875,AAPL
2021-08-26,144.6017608642578,AAPL
2021-08-27,145.64064025878906,AAPL
2021-08-30,150.0706329345703,AAPL
2021-08-31,148.8063201904297,AAPL
2021-09-01,149.4727783203125,AAPL
2021-09-02,150.590087890625,AAPL
2021-09-03,151.2271270751953,AAPL
2021-09-07,153.56951904296875,AAPL
2021-09-08,152.02099609375,AAPL
2021-09-09,151.00172424316406,AAPL
2021-09-10,146.0032958984375,AAPL
2021-09-13,146.5717315673828,AAPL
2021-09-14,145.1702117919922,AAPL
2021-09-15,146.06210327148438,AAPL
2021-09-16,145.8268585205078,AAPL
2021-09-17,143.15122985839844,AAPL
2021-09-20,140.09335327148438,AAPL
2021-09-21,140.57359313964844,AAPL
2021-09-22,142.94541931152344,AAPL
2021-09-23,143.90591430664062,AAPL
2021-09-24,143.99412536621094,AAPL
2021-09-27,142.47499084472656,AAPL
2021-09-28,139.08389282226562,AAPL
2021-09-29,139.98556518554688,AAPL
2021-09-30,138.6820068359375,AAPL
2021-10-01,139.8091583251953,AAPL
2021-10-04,136.36904907226562,AAPL
2021-10-05,138.2998504638672,AAPL
2021-10-06,139.1720733642578,AAPL
2021-10-07,140.4364013671875,AAPL
2021-10-08,140.0541534423828,AAPL
2021-10-11,139.96597290039062,AAPL
2021-10-12,138.69183349609375,AAPL
2021-10-13,138.1038360595703,AAPL
2021-10-14,140.8970184326172,AAPL
2021-10-15,141.95553588867188,AAPL
2021-10-18,143.63150024414062,AAPL
2021-10-19,145.79747009277344,AAPL
2021-10-20,146.2875213623047,AAPL
2021-10-21,146.5030975341797,AAPL
2021-10-22,145.72886657714844,AAPL
2021-10-25,145.67987060546875,AAPL
2021-10-26,146.3463134765625,AAPL
2021-10-27,145.88568115234375,AAPL
2021-10-28,149.53160095214844,AAPL
2021-10-29,146.81678771972656,AAPL
2021-11-01,145.99349975585938,AAPL
2021-11-02,147.03237915039062,AAPL
2021-11-03,148.47308349609375,AAPL
2021-11-04,147.95367431640625,AAPL
2021-11-05,148.48365783691406,AAPL
2021-11-08,147.65921020507812,AAPL
2021-11-09,148.0223388671875,AAPL
2021-11-10,145.18577575683594,AAPL
2021-11-11,145.13670349121094,AAPL
2021-11-12,147.21754455566406,AAPL
2021-11-15,147.22735595703125,AAPL
2021-11-16,148.20884704589844,AAPL
2021-11-17,150.65281677246094,AAPL
2021-11-18,154.95184326171875,AAPL
2021-11-19,157.58230590820312,AAPL
2021-11-22,158.04367065429688,AAPL
2021-11-23,158.42642211914062,AAPL
2021-11-24,158.9466552734375,AAPL
2021-11-26,153.9114532470703,AAPL
2021-11-29,157.278076171875,AAPL
2021-11-30,162.24453735351562,AAPL
2021-12-01,161.72433471679688,AAPL
2021-12-02,160.73297119140625,AAPL
2021-12-03,158.8485107421875,AAPL
2021-12-06,162.26419067382812,AAPL
2021-12-07,168.01583862304688,AAPL
2021-12-08,171.84375,AAPL
2021-12-09,171.33335876464844,AAPL
2021-12-10,176.1329803466797,AAPL
2021-12-13,172.49159240722656,AAPL
2021-12-14,171.1076202392578,AAPL
2021-12-15,175.98573303222656,AAPL
2021-12-16,169.0758514404297,AAPL
2021-12-17,167.97657775878906,AAPL
2021-12-20,166.61228942871094,AAPL
2021-12-21,169.79237365722656,AAPL
2021-12-22,172.39337158203125,AAPL
2021-12-23,173.0215606689453,AAPL
2021-12-27,176.99668884277344,AAPL
2021-12-28,175.97592163085938,AAPL
2021-12-29,176.0642547607422,AAPL
2021-12-30,174.90606689453125,AAPL
2021-12-31,174.28773498535156,AAPL
