Date,Close,High,Low,Open,Volume,PrevClose,Range,MA3,Target,Ticker
2017-01-03,26.827245712280273,26.86882050652735,26.506196597548147,26.746406324068317,115127600,,0.36262390897920227,,26.79722023010254,AAPL
2017-01-04,26.79722023010254,26.910397143515784,26.734858915544862,26.75795563344894,84472400,26.827245712280273,0.17553822797092167,,26.93349266052246,AAPL
2017-01-05,26.93349266052246,26.99123533379137,26.74871540119534,26.774122318406985,88774400,26.79722023010254,0.24251993259602855,26.85265286763509,27.2337589263916,AAPL
2017-01-06,27.2337589263916,27.291501607420674,26.901160519770777,26.972760880353455,127007600,26.93349266052246,0.3903410876498974,26.988157272338867,27.48319435119629,AAPL
2017-01-09,27.48319435119629,27.584821990739687,27.240676250694136,27.24298468819937,134247600,27.2337589263916,0.3441457400455512,27.21681531270345,27.51091957092285,AAPL
2017-01-10,27.51091957092285,27.573280883102825,27.323833872216372,27.43238861844325,97848400,27.48319435119629,0.2494470108864526,27.409290949503582,27.65874481201172,AAPL
2017-01-11,27.65874481201172,27.70031961373983,27.393128121091394,27.425463882194723,110354400,27.51091957092285,0.30719149264843537,27.550952911376953,27.543249130249023,AAPL
2017-01-12,27.543249130249023,27.55479836724557,27.30303945048335,27.46240975777167,108344800,27.65874481201172,0.2517589167622205,27.5709711710612,27.494749069213867,AAPL
2017-01-13,27.494749069213867,27.628712482200143,27.44162503917918,27.510916945804183,104447600,27.543249130249023,0.18708744302096392,27.56558100382487,27.716487884521484,AAPL
2017-01-17,27.716487884521484,27.771920366883812,27.305360262847778,27.33307562294552,137759200,27.494749069213867,0.4665601040360343,27.584828694661457,27.714174270629883,AAPL
2017-01-18,27.714174270629883,27.831969823038612,27.649502755477368,27.716484471075795,94852000,27.716487884521484,0.18246706756124453,27.641803741455078,27.66567039489746,AAPL
2017-01-19,27.66567039489746,27.73727074860159,27.570973323433932,27.577902162545094,102389200,27.714174270629883,0.1662974251676559,27.69877751668294,27.716487884521484,AAPL
2017-01-20,27.716487884521484,27.820424009221703,27.65412656213472,27.820424009221703,130391600,27.66567039489746,0.16629744708698269,27.69877751668294,27.73496437072754,AAPL
2017-01-23,27.73496437072754,27.903572008846705,27.6633622495376,27.71648629028067,88200800,27.716487884521484,0.24020975930910637,27.705707550048828,27.70955467224121,AAPL
2017-01-24,27.70955467224121,27.739580228331686,27.600998163209137,27.612547402872085,92844000,27.73496437072754,0.13858206512254867,27.720335642496746,28.150711059570312,AAPL
2017-01-25,28.150711059570312,28.201524900531346,27.78115825553566,27.81349401575327,129510400,27.70955467224121,0.4203666449956849,27.865076700846355,28.164566040039062,AAPL
2017-01-26,28.164566040039062,28.280051383142826,28.08603509040193,28.102202967949797,105350400,28.150711059570312,0.1940162927408977,28.008277257283527,28.16688346862793,AAPL
2017-01-27,28.16688346862793,28.259272125033444,28.08604405508575,28.210768476908136,82251600,28.164566040039062,0.1732280699476938,28.160720189412434,28.09296417236328,AAPL
2017-01-30,28.09296417236328,28.09296417236328,27.868924085021355,27.93128539548426,121510000,28.16688346862793,0.22404008734192615,28.14147122701009,28.028295516967773,AAPL
2017-01-31,28.028295516967773,28.037534556897295,27.85968788421241,27.982102079486857,196804000,28.09296417236328,0.1778466726848862,28.09604771931966,29.737478256225586,AAPL
2017-02-01,29.737478256225586,30.139368551516302,29.335589723101506,29.34020836184624,447940000,28.028295516967773,0.8037788284147958,28.619579315185547,29.686664581298828,AAPL
2017-02-02,29.686664581298828,29.885299529573107,29.513436551675905,29.55963175020867,134841600,29.737478256225586,0.3718629778972016,29.15081278483073,29.813697814941406,AAPL
2017-02-03,29.813697814941406,29.83910473243412,29.60120519788106,29.635849392492428,98029200,29.686664581298828,0.23789953455305834,29.745946884155273,30.093170166015625,AAPL
2017-02-06,30.093170166015625,30.141675562454875,29.77212104237736,29.82524683950918,107383600,29.813697814941406,0.3695545200775143,29.864510854085285,30.379575729370117,AAPL
2017-02-07,30.379575729370117,30.508918756796945,30.130126951761305,30.150913468812078,152735200,30.093170166015625,0.3787918050356396,30.095481236775715,30.497364044189453,AAPL
2017-02-08,30.497364044189453,30.538940595163197,30.3079699378253,30.337997251065637,92016400,30.379575729370117,0.2309706573378989,30.3233699798584,30.717742919921875,AAPL
2017-02-09,30.717742919921875,30.724701799268612,30.4161785029819,30.53912342425839,113399600,30.497364044189453,0.3085232962867117,30.53156089782715,30.64815902709961,AAPL
2017-02-10,30.64815902709961,30.83837788726344,30.63192281735693,30.727032247438846,80262000,30.717742919921875,0.20645506990651086,30.62108866373698,30.919553756713867,AAPL
2017-02-13,30.919553756713867,31.04250220271785,30.79429040402537,30.87084160718438,92141600,30.64815902709961,0.248211798692477,30.761818567911785,31.32086753845215,AAPL
2017-02-14,31.32086753845215,31.33710374153834,30.910276014189023,30.961310148938683,132904800,30.919553756713867,0.4268277273493162,30.962860107421875,31.434537887573242,AAPL
2017-02-15,31.434537887573242,31.61083894831352,31.228082860874753,31.43685987391772,142492400,31.32086753845215,0.3827560874387679,31.224986394246418,31.397417068481445,AAPL
2017-02-16,31.397417068481445,31.5249988589485,31.279109062583906,31.471646280774326,90338400,31.434537887573242,0.24588979636459385,31.384274164835613,31.483253479003906,AAPL
2017-02-17,31.483253479003906,31.50877055141324,31.33943191066766,31.33943191066766,88792800,31.397417068481445,0.16933864074557903,31.4384028116862,31.710588455200195,AAPL
2017-02-21,31.710588455200195,31.722187769254287,31.543568243739596,31.601561274396367,98028800,31.483253479003906,0.17861952551469074,31.530419667561848,31.805681228637695,AAPL
2017-02-22,31.805681228637695,31.80799967438962,31.573709227419307,31.647938427211038,83347600,31.710588455200195,0.23429044697031287,31.666507720947266,31.6711483001709,AAPL
2017-02-23,31.6711483001709,31.89152107173391,31.617795712018673,31.868325987134856,83152800,31.805681228637695,0.27372535971523604,31.72913932800293,31.70131492614746,AAPL
