Date,Close,High,Low,Open,Volume,PrevClose,Range,MA3,Target,Ticker
2016-01-04,23.803157806396484,23.80767764371102,23.046247094620064,23.184072827894877,270597600,,0.7614305490909565,,23.2066707611084,AAPL
2016-01-05,23.2066707611084,23.91613364374091,23.138888704262126,23.89353962479215,223164000,23.803157806396484,0.7772449394787841,,22.752527236938477,AAPL
2016-01-06,22.752527236938477,23.129854481864832,22.564995297990357,22.72089526054658,273829600,23.2066707611084,0.564859183874475,23.25411860148112,21.792261123657227,AAPL
2016-01-07,21.792261123657227,22.6237337013968,21.78774300980458,22.296116146970576,324377600,22.752527236938477,0.8359906915922224,22.5838197072347,21.907489776611328,AAPL
2016-01-08,21.907489776611328,22.393268828721837,21.862301749173827,22.266740972846634,283192000,21.792261123657227,0.5309670795480095,22.15075937906901,22.262229919433594,AAPL
2016-01-11,22.262229919433594,22.381979790822058,21.99335639580132,22.361645687596138,198957600,21.907489776611328,0.38862339502073695,21.987326939900715,22.585325241088867,AAPL
2016-01-12,22.585325241088867,22.75026485087717,22.332267752752042,22.718632880311702,196616800,22.262229919433594,0.4179970981251273,22.251681645711262,22.004648208618164,AAPL
2016-01-13,22.004648208618164,22.86323462272275,21.984314110992557,22.66666305994375,249758400,22.585325241088867,0.8789205117301933,22.284067789713543,22.48590850830078,AAPL
2016-01-14,22.48590850830078,22.702815902427748,21.6318418927481,22.13343700951727,252680400,22.004648208618164,1.0709740096796487,22.358627319335938,21.945899963378906,AAPL
2016-01-15,21.945899963378906,22.07694765742643,21.54598057325574,21.7357723587209,319335600,22.48590850830078,0.5309670841706904,22.145485560099285,21.83971405029297,AAPL
2016-01-19,21.83971405029297,22.28934143141066,21.577618588696247,22.235115438043948,212350800,21.945899963378906,0.711722842714412,22.09050750732422,21.869089126586914,AAPL
2016-01-20,21.869089126586914,22.185410625266556,21.107658299799702,21.487243753452574,289337600,21.83971405029297,1.0777523254668537,21.88490104675293,21.75836944580078,AAPL
2016-01-21,21.75836944580078,22.115359024954458,21.451086010818546,21.93008534125748,208646000,21.869089126586914,0.6642730141359117,21.822390874226887,22.915199279785156,AAPL
2016-01-22,22.915199279785156,22.92423723055652,22.2260723406438,22.284816434938403,263202000,21.75836944580078,0.6981648899127215,22.180885950724285,22.467844009399414,AAPL
2016-01-25,22.467844009399414,22.940065555528314,22.415876195457866,22.937805635666393,207178000,22.915199279785156,0.5241893600704479,22.380470911661785,22.592100143432617,AAPL
2016-01-26,22.592100143432617,22.793189810080335,22.158288843955262,22.578544079015472,300308000,22.467844009399414,0.6349009661250733,22.65838114420573,21.107654571533203,AAPL
2016-01-27,21.107654571533203,21.832933453764117,21.089578666501193,21.6996275327327,533478800,22.592100143432617,0.7433547872629234,22.055866241455078,21.259035110473633,AAPL
2016-01-28,21.259035110473633,21.35619093937194,20.874931632771354,21.191253056427215,222715200,21.107654571533203,0.4812593066005846,21.652929941813152,21.99335289001465,AAPL
2016-01-29,21.99335289001465,21.99335289001465,21.317781895230507,21.41719764754597,257666000,21.259035110473633,0.6755709947841417,21.45334752400716,21.787734985351562,AAPL
2016-02-01,21.787734985351562,21.850998898866397,21.55501342185955,21.796772933541163,163774000,21.99335289001465,0.2959854770068482,21.68004099527995,21.34716033935547,AAPL
2016-02-02,21.34716033935547,21.699631940001957,21.301970567597245,21.55954623327176,149428800,21.787734985351562,0.39766137240471267,21.709416071573894,21.769672393798828,AAPL
2016-02-03,21.769672393798828,21.88038431011286,21.25678101821825,21.46464878218312,183857200,21.34716033935547,0.6236032918946108,21.63485590616862,21.9445858001709,AAPL
2016-02-04,21.9445858001709,22.110420391823958,21.624277524740638,21.77648076010939,185886800,21.769672393798828,0.4861428670833199,21.6871395111084,21.35849380493164,AAPL
2016-02-05,21.35849380493164,22.017286262241782,21.283529123337583,21.926418038273624,185672400,21.9445858001709,0.733757138904199,21.69091733296712,21.58339500427246,AAPL
2016-02-08,21.58339500427246,21.740140928319427,21.13587039055476,21.156314832886697,216085600,21.35849380493164,0.6042705377646662,21.628824869791668,21.578845977783203,AAPL
2016-02-09,21.578845977783203,21.794658199280587,21.338046687667156,21.419827905662604,177324800,21.58339500427246,0.4566115116134313,21.506911595662434,21.415287017822266,AAPL
2016-02-10,21.415287017822266,21.887800413343935,21.376668584491327,21.790117372280967,169374400,21.578845977783203,0.5111318288526085,21.525842666625977,21.285797119140625,AAPL
2016-02-11,21.285797119140625,21.51751115021208,21.033638649945402,21.306243290431407,200298800,21.415287017822266,0.4838725002666777,21.42664337158203,21.3516788482666,AAPL
2016-02-12,21.3516788482666,21.467535876378317,21.12905352086298,21.39711382652963,161405600,21.285797119140625,0.3384823555153389,21.350920995076496,21.953678131103516,AAPL
2016-02-16,21.953678131103516,22.001383556780834,21.492523949722276,21.58566261894929,196231600,21.3516788482666,0.5088596070585574,21.530384699503582,22.289888381958008,AAPL
2016-02-17,22.289888381958008,22.310332820097173,21.84236386001925,21.960491324435235,179452800,21.953678131103516,0.467968960077922,21.865081787109375,21.867351531982422,AAPL
2016-02-18,21.867351531982422,22.464807102233163,21.828731373325958,22.453447926187096,156084000,22.289888381958008,0.6360757289072048,22.036972681681316,21.81737518310547,AAPL
2016-02-19,21.81737518310547,21.980937621825046,21.762854947921287,21.808288188380267,141496800,21.867351531982422,0.21808267390375846,21.991538365681965,22.008195877075195,AAPL
2016-02-22,22.008195877075195,22.0127402408157,21.790113213038563,21.878709241141976,137123200,21.81737518310547,0.22262702777713628,21.897640864054363,21.510700225830078,AAPL
2016-02-23,21.510700225830078,21.921876843092146,21.478896605332864,21.899160218903756,127770400,22.008195877075195,0.44298023775928286,21.778757095336914,21.831005096435547,AAPL
2016-02-24,21.831005096435547,21.894612327183545,21.19947368662748,21.349406501819523,145022800,21.510700225830078,0.6951386405560633,21.783300399780273,21.98093605041504,AAPL
2016-02-25,21.98093605041504,21.98093605041504,21.637909390021406,21.81964580519911,110330800,21.831005096435547,0.34302666039363316,21.774213790893555,22.0150089263916,AAPL
2016-02-26,22.0150089263916,22.267165612601236,21.940042535081528,22.080886591664086,115964400,21.98093605041504,0.32712307751970826,21.94231669108073,21.965036392211914,AAPL
2016-02-29,21.965036392211914,22.314877899084316,21.955949397247647,22.003654820934738,140865200,22.0150089263916,0.3589285018366688,21.98699378967285,22.83736801147461,AAPL
2016-03-01,22.83736801147461,22.89188825024339,22.13087015693434,22.183119946747812,201628400,21.965036392211914,0.7610180933090511,22.272471110026043,22.88735008239746,AAPL
2016-03-02,22.88735008239746,22.91915370564516,22.635191545813928,22.832829832996758,132678400,22.83736801147461,0.2839621598312334,22.563251495361328,23.057722091674805,AAPL
2016-03-03,23.057722091674805,23.105427515608564,22.819193238838924,22.84872640591726,147822800,22.88735008239746,0.2862342767696404,22.927480061848957,23.40074920654297,AAPL
2016-03-04,23.40074920654297,23.568854284344514,23.028191070243807,23.255360750092912,184220400,23.057722091674805,0.5406632141007073,23.11527379353841,23.141767501831055,AAPL
2016-03-07,23.141767501831055,23.35985010726794,22.935042336359746,23.2598949298386,143315600,23.40074920654297,0.4248077709081919,23.200079600016277,22.950946807861328,AAPL
2016-03-08,22.950946807861328,23.11678139577559,22.807830568853145,22.894154401929505,126247600,23.141767501831055,0.3089508269224446,23.164487838745117,22.971399307250977,AAPL
2016-03-09,22.971399307250977,23.07589715499009,22.778303687323117,23.01456036910305,108806800,22.950946807861328,0.2975934676669745,23.021371205647785,22.98275375366211,AAPL
2016-03-10,22.98275375366211,23.225825217018002,22.751041466408626,23.03727571915335,134054400,22.971399307250977,0.47478375060937594,22.968366622924805,23.23036003112793,AAPL
2016-03-11,23.23036003112793,23.234902659801335,23.0577106777127,23.2258156692883,109632800,22.98275375366211,0.17719198208863673,23.061504364013672,23.28943634033203,AAPL
