Date,Close,Ticker
2015-01-02,24.2885799407959,AAPL
2015-01-05,23.604333877563477,AAPL
2015-01-06,23.60655403137207,AAPL
2015-01-07,23.93756675720215,AAPL
2015-01-08,24.85730743408203,AAPL
2015-01-09,24.883968353271484,AAPL
2015-01-12,24.270809173583984,AAPL
2015-01-13,24.486305236816406,AAPL
2015-01-14,24.39299964904785,AAPL
2015-01-15,23.730958938598633,AAPL
2015-01-16,23.546571731567383,AAPL
2015-01-20,24.153060913085938,AAPL
2015-01-21,24.33746337890625,AAPL
2015-01-22,24.970611572265625,AAPL
2015-01-23,25.099458694458008,AAPL
2015-01-26,25.126113891601562,AAPL
2015-01-27,24.246370315551758,AAPL
2015-01-28,25.61708641052246,AAPL
2015-01-29,26.414634704589844,AAPL
2015-01-30,26.02808380126953,AAPL
2015-02-02,26.354650497436523,AAPL
2015-02-03,26.359094619750977,AAPL
2015-02-04,26.561260223388672,AAPL
2015-02-05,26.75084686279297,AAPL
2015-02-06,26.52558135986328,AAPL
2015-02-09,26.701772689819336,AAPL
2015-02-10,27.21474838256836,AAPL
2015-02-11,27.852636337280273,AAPL
2015-02-12,28.205028533935547,AAPL
2015-02-13,28.343313217163086,AAPL
2015-02-17,28.510589599609375,AAPL
2015-02-18,28.709089279174805,AAPL
2015-02-19,28.64887237548828,AAPL
2015-02-20,28.883052825927734,AAPL
2015-02-23,29.66368293762207,AAPL
2015-02-24,29.47857093811035,AAPL
2015-02-25,28.724699020385742,AAPL
2015-02-26,29.08824920654297,AAPL
2015-02-27,28.651107788085938,AAPL
2015-03-02,28.7916202545166,AAPL
2015-03-03,28.851835250854492,AAPL
2015-03-04,28.6689395904541,AAPL
2015-03-05,28.19388771057129,AAPL
2015-03-06,28.236251831054688,AAPL
2015-03-09,28.3566951751709,AAPL
2015-03-10,27.77010726928711,AAPL
2015-03-11,27.263824462890625,AAPL
2015-03-12,27.75672721862793,AAPL
2015-03-13,27.56492042541504,AAPL
2015-03-16,27.86824607849121,AAPL
2015-03-17,28.334394454956055,AAPL
2015-03-18,28.6533260345459,AAPL
2015-03-19,28.436988830566406,AAPL
2015-03-20,28.080129623413086,AAPL
2015-03-23,28.372310638427734,AAPL
2015-03-24,28.256328582763672,AAPL
2015-03-25,27.518089294433594,AAPL
2015-03-26,27.70989227294922,AAPL
2015-03-27,27.489097595214844,AAPL
2015-03-30,28.184955596923828,AAPL
2015-03-31,27.752269744873047,AAPL
2015-04-01,27.712125778198242,AAPL
2015-04-02,27.950773239135742,AAPL
2015-04-06,28.403533935546875,AAPL
2015-04-07,28.104673385620117,AAPL
2015-04-08,28.013221740722656,AAPL
2015-04-09,28.227331161499023,AAPL
2015-04-10,28.3477725982666,AAPL
2015-04-13,28.292020797729492,AAPL
2015-04-14,28.169340133666992,AAPL
2015-04-15,28.276403427124023,AAPL
2015-04-16,28.140352249145508,AAPL
2015-04-17,27.823638916015625,AAPL
2015-04-20,28.459293365478516,AAPL
2015-04-21,28.30539894104004,AAPL
2015-04-22,28.686790466308594,AAPL
2015-04-23,28.920976638793945,AAPL
2015-04-24,29.05702781677246,AAPL
2015-04-27,29.585620880126953,AAPL
2015-04-28,29.119470596313477,AAPL
